CTRL_A	itraconazole_A	methotrexate_A	tamoxifen_A	beauvericin_A	benomyl_A	bisantrene_A	camptothecin_A	cisplatin_A	colchicine_A	cycloheximide_A	fluconazole_A	imatinib_A	ketoconazole_A	miconazole_A	mitoxantrone_A	valinomycin_A
TWAS21010401	1.14041	0.87389	1.1572	1.53583	1.18516	1.14731	1.35922	1.28195	1.12056	1.12234	1.24187	0.93655	1.13894	0.9949689	1.34794	1.19869	1.11168
TWAS21010402	0.81909	0.69264	0.84528	1.072908	0.53412	0.55983	0.63912	0.81507	0.86453	0.86494	0.918185	0.70593	0.81118	0.76917	1.20066	0.77214	0.80968
TWAS21010403	0.86172	0.69184	0.86848	1.4019	0.56485	0.71543	1.066979	1.026566	0.88594	0.952097	0.89383	0.77426	0.8794	0.86689	1.11702	0.82059	0.53742
TWAS21010404	0.82288	0.71966	0.80932	1.074847	0.52836	0.53088	0.6256	0.931818	0.903448	0.8818	0.87897	0.77751	0.81046	0.75232	1.073846	0.73201	0.76331
TWAS21010405	0.82679	0.70513	0.86234	1.083731	0.54349	0.53258	0.67076	0.906321	0.911649	0.86364	0.926388	0.82191	0.77718	0.8521	1.22332	0.8198	0.78548
TWAS21010406	0.8669	0.78872	0.83625	1.13353	0.56948	0.57311	0.6589	0.945471	0.89386	0.912391	0.954128	0.92287	0.86696	0.91536	1.32333	0.79375	0.86813
TWAS21010407	0.79111	0.66185	0.73594	1.03758	0.52247	0.54231	0.63971	0.86471	0.7981	0.83488	0.84557	0.75221	0.78605	0.8189	1.15075	0.74012	0.79821
TWAS21010408	1.11681	0.86104	1.090254	1.462	1.11463	1.10574	1.26004	1.24229	1.08046	1.11999	1.17991	0.95014	1.14832	0.925936	1.18155	1.13513	1.077451
TWAS21010409	1.12758	0.86353	1.1489	1.49676	1.17937	1.14849	1.27493	1.25291	1.097521	1.11487	1.23542	0.923962	1.13846	0.961211	1.33015	1.1892	1.10563
TWAS21010412	1.10935	0.62052	1.14855	0.51357	1.13881	1.33418	1.24891	1.16473	1.03459	1.029111	1.049132	0.72307	1.090511	0.7331	0.922369	1.16212	1.096497
TWAS21010413	0.63479	0.55972	0.50565	0.58454	0.61443	0.56423	0.59059	0.68185	0.45515	0.44961	0.60574	1.04184	0.61805	0.86677	0.59655	0.5172	0.47486
TWAS21010414	1.11193	0.61307	1.11092	0.54772	1.17444	1.3653	1.22424	1.18222	1.05568	1.10686	1.017138	0.74321	1.14517	0.71518	0.88685	1.16216	1.14249
TWAS21010416	1.1195	0.65345	1.13669	0.58233	1.19299	1.32324	1.40333	1.21654	1.093298	1.023013	1.069122	0.76209	1.094003	0.76393	0.918036	1.18049	1.10219
TWAS21010417	0.77077	0.44698	0.73321	0.5008	0.399	0.929437	1.064218	0.927815	0.75075	0.80313	0.69184	0.60957	0.75203	0.22776	0.59285	0.82379	0.77646
TWAS21010419	1.12148	0.85784	1.14707	1.50076	1.15785	1.10137	1.30594	1.27104	1.095678	1.11047	1.2317	0.927056	1.11826	0.953799	1.31759	1.18058	1.095538
TWAS21010422	1.13554	0.63019	1.16149	0.51081	1.18778	1.38573	1.27851	1.18921	1.062088	1.13047	1.042784	0.71625	1.1704	0.68743	0.956462	1.20704	1.17493
TWAS21010423	1.084147	0.54802	1.099587	0.53157	1.15476	0.984686	0.67317	0.57153	0.98628	1.097329	0.97301	0.58224	1.10234	0.57808	0.73499	1.0078403	1.12651
TWAS21010424	0.66297	0.56521	0.52357	0.45424	0.57966	0.89413	0.970025	0.76115	0.47783	0.49996	0.58619	0.45163	0.47978	0.53077	0.56545	0.67814	0.62202
TWAS21010501	1.1234	0.88275	1.12851	1.368	1.14772	0.976597	0.7093	1.11475	1.15573	1.14086	1.17553	1.023205	1.12651	0.944645	1.3044	1.14984	1.12651
TWAS21010502	0.52345	0.45988	0.57158	0.88541	0.53487	0.50536	0.71335	0.69224	0.42963	0.4875	0.67815	0.52169	0.40726	0.542	0.60229	0.60692	0.46487
TWAS21010504	0.85826	0.74088	0.87179	1.3336	0.53276	0.73931	1.10594	1.026937	0.913487	0.902066	0.910674	0.79285	0.87024	0.84464	1.17373	0.89056	0.78877
TWAS21010506	1.13184	0.88004	1.14733	1.52752	1.17194	1.18408	1.36443	1.26391	1.19081	1.12817	1.20188	0.970575	1.14604	0.96801	1.3159	1.21223	1.11065
TWAS21010507	1.11037	0.57586	1.12592	0.54937	1.16318	0.939616	0.70256	0.64332	0.985046	1.12108	1.03118	0.63164	1.14471	0.58693	0.76258	1.046073	1.16173
TWAS21010508	1.10139	0.64358	1.10713	0.47568	1.11737	1.30815	1.26094	1.11809	1.080125	1.03662	1.010568	0.7623	1.079179	0.73217	1.018158	1.1689	1.080772
TWAS21010511	1.12358	0.61484	1.15421	0.56442	1.17345	1.36449	1.40281	1.19663	1.10018	1.14639	1.02909	0.69957	1.16773	0.6633	0.639	1.19736	1.17072
TWAS21010512	0.80526	0.64076	0.83236	1.29465	0.56227	0.72026	0.979852	1.013846	0.76646	0.85816	0.88574	0.71233	0.77519	0.77576	1.1263	0.81503	0.72781
TWAS21010513	0.42559	0.44393	0.4995	0.5686	0.37716	0.55053	0.69679	0.55219	0.39975	0.2088	0.53726	0.54066	0.47205	0.50797	0.64938	0.52179	0.49686
TWAS21010514	0.9266	0.7945	0.955383	1.20819	0.56528	0.60967	0.66472	0.949004	0.903447	0.985317	1.029835	0.88435	0.935805	0.86756	1.33758	0.90368	0.900533
TWAS21010515	0.7345	0.60416	0.72344	1.1115	0.55838	0.57652	0.953245	0.948497	0.7415	0.72967	0.76294	0.65195	0.79489	0.6638	1.015872	0.69497	0.64118
TWAS21010516	0.69576	0.44025	0.72084	0.50476	0.48931	0.55079	0.6853	0.51256	0.60407	0.71931	0.61823	0.54822	0.70315	0.52439	0.56591	0.55923	0.70954
TWAS21010518	1.039964	0.83809	0.987373	1.28121	1.061829	0.75051	0.69098	1.061313	1.022321	1.047386	1.1435	0.87436	1.028833	0.936342	1.30445	0.955934	1.054593
TWAS21010519	1.12769	0.878	1.15502	1.48313	1.18538	1.18248	1.34859	1.26979	1.16538	1.11267	1.19806	0.932153	1.11834	0.98477	1.33208	1.20407	1.10934
TWAS21010521	0.70868	0.6628	0.68011	0.946781	0.48993	0.56323	0.63808	0.77989	0.68953	0.76803	0.85764	0.76684	0.71786	0.79069	1.12957	0.70932	0.71169
TWAS21010522	1.10234	0.57024	1.12561	0.53211	1.15639	0.9943649	0.66949	0.61112	0.965262	1.10651	1.0059074	0.65476	1.12787	0.63753	0.75049	1.032892	1.14665
TWAS21010523	0.81869	0.21849	0.77393	0.45536	0.57204	1.088946	1.10065	1.0015101	0.75262	0.88258	0.72527	0.55086	0.87249	0.56359	0.55365	0.84524	0.77078
TWAS21010524	1.12448	0.8841	1.13674	1.45451	1.16563	1.14488	1.33406	1.23828	1.15715	1.13215	1.20979	0.921317	1.13681	0.973828	1.31901	1.19938	1.10612
TWAS21010602	0.83532	0.75395	0.82522	1.15737	0.41857	0.56339	0.69143	0.86983	0.8404	0.89104	0.918185	1.11071	0.8	0.915846	1.27275	0.87158	0.81643
TWAS21010603	1.11336	0.87652	1.15058	1.49253	1.14295	1.096548	1.26657	1.25958	1.078935	1.027661	1.24538	0.920293	1.066744	1.0049116	1.30322	1.16941	1.042041
TWAS21010604	1.10463	0.62756	1.10951	0.54368	1.17694	1.33666	1.26604	1.15445	1.096879	1.11937	1.0017274	0.75232	1.13077	0.71227	0.87006	1.14994	1.14221
TWAS21010606	0.78912	0.44954	0.82338	0.45635	0.57435	1.046905	1.14533	0.952426	0.68568	0.84574	0.66383	0.50254	0.77162	0.49844	0.56808	0.81456	0.79486
TWAS21010608	1.10761	0.62106	1.10811	0.54481	1.16056	1.29302	1.2099	1.15646	1.033561	1.10763	1.0061891	0.73776	1.14824	0.71696	0.89204	1.1592	1.13107
TWAS21010609	1.092899	0.59997	1.088611	0.55983	1.1535	1.33865	1.26144	1.16579	1.1064	1.1077	0.973392	0.72781	1.11672	0.68304	0.86829	1.14187	1.12843
TWAS21010613	1.11586	0.87422	1.075311	1.51683	1.14938	1.13618	1.14871	1.2556	1.12252	1.13234	1.18034	0.945796	1.12951	0.944527	1.25453	1.13911	1.12153
TWAS21010615	1.082136	0.58384	1.076573	0.51498	1.13034	1.25432	1.25099	1.15724	1.074095	1.1057	0.969835	0.7272	1.10785	0.6772	0.86859	1.13924	1.11736
TWAS21010616	1.11714	0.88568	1.12105	1.4815	1.14858	1.14153	1.35495	1.22204	1.16051	1.123	1.17898	0.947301	1.15521	0.935106	1.2186	1.17677	1.09261
TWAS21010617	1.099542	0.87198	1.073128	1.47585	1.12994	1.076321	1.30597	1.25944	1.17322	1.098483	1.18512	1.091679	1.097013	0.951106	1.31797	1.1353	1.09475
TWAS21010618	0.51734	0.20908	0.50249	0.52876	0.51258	0.55632	0.60387	0.61807	0.47294	0.46718	0.57431	0.49995	0.51498	0.46387	0.55967	0.49556	0.4108
TWAS21010619	0.80654	0.45062	0.77077	0.52945	0.63009	0.59375	0.24737	0.22555	0.74717	0.85376	0.71831	0.50756	0.81822	0.51929	0.52907	0.53812	0.78739
TWAS21010621	1.094289	0.88618	1.077732	1.33974	1.083364	0.84914	0.72391	1.043878	1.11133	1.089373	1.21742	0.9759	1.074625	0.98132	1.34192	0.979677	1.096581
TWAS21010622	1.091651	0.58225	1.081455	0.53104	1.14248	0.87523	0.62302	0.64224	0.964169	1.10477	0.9903344	0.70864	1.11587	0.64463	0.67962	0.8154	1.14229
TWAS21010623	1.085598	0.87793	1.074185	1.49651	1.12297	0.9978477	1.36594	1.26267	1.15851	1.084821	1.20521	0.942057	1.065957	0.969288	1.32331	1.13909	1.087616
TWAS21010624	1.10273	0.8725	1.077727	1.45294	1.1292	1.026597	1.21393	1.24501	1.090382	1.095353	1.17895	0.959674	1.096714	0.975823	1.31336	1.12336	1.086583
TWAS21010701	0.89238	0.47362	0.945208	0.51321	0.58247	0.69735	0.64862	0.57782	0.79069	0.924201	0.7791	0.55938	0.917472	0.51589	0.26779	0.71259	0.921385
TWAS21010702	1.13089	0.89578	1.11409	1.53046	1.18416	1.13271	1.31173	1.28542	1.18582	1.114	1.19869	0.956837	1.11273	1.018987	1.38104	1.19791	1.13182
TWAS21010703	0.52103	0.48418	0.53998	0.58981	0.57371	0.50586	0.62532	0.56043	0.41465	0.4096	0.51389	0.47074	0.51865	0.22588	0.51975	0.52186	0.44867
TWAS21010704	0.69237	0.31748	0.64085	0.55341	0.56095	0.55683	0.47694	0.22528	0.66899	0.72058	0.62594	0.52325	0.52478	0.53534	0.52589	0.55352	0.73457
TWAS21010705	1.11851	0.62332	1.11839	0.56876	1.17425	1.37571	1.2799	1.16035	1.10583	1.12238	0.9984928	0.73499	1.1468	0.70837	0.921543	1.18973	1.15437
TWAS21010706	0.49689	0.52315	0.52721	0.44534	0.52363	0.527	0.67623	0.51947	0.43198	0.42672	0.55959	0.49041	0.51011	0.52877	0.57708	0.6266	0.45068
TWAS21010707	1.12376	0.61464	1.084727	0.50093	1.16694	1.34677	1.22626	1.20282	1.054896	1.14689	0.9962653	0.74595	1.16895	0.67774	0.60389	1.15456	1.15977
TWAS21010708	1.12435	0.8837	1.13892	1.33567	1.1649	0.953315	0.75949	1.064425	1.14636	1.11802	1.21741	0.939085	1.11135	0.981681	1.34418	1.16692	1.11774
TWAS21010711	0.55416	0.52108	0.49147	0.60179	0.50134	0.23557	0.64695	0.6805	0.44239	0.437	0.6403	0.89922	0.58326	1.0021264	0.55451	0.35699	0.47868
TWAS21010712	1.076585	0.88713	1.084769	1.48441	1.088784	0.953045	1.31996	1.26288	1.12196	1.00013948	1.20855	0.912183	1.027287	1.01578	1.31152	1.12942	1.034935
TWAS21010714	0.7844	0.46166	0.82839	0.51242	0.56527	1.0096461	1.033655	0.909965	0.73252	0.7878	0.68648	0.55654	0.8608	0.22317	0.61918	0.79469	0.82344
TWAS21010715	1.1118	0.87721	1.10631	1.36273	1.12885	0.908409	0.70787	1.1261	1.09595	1.10756	1.22206	0.973873	1.10778	1.0023117	1.35324	1.066503	1.11333
TWAS21010716	0.76512	0.68315	0.7326	1.12979	0.46037	0.55776	0.952724	0.86066	0.7784	0.74922	0.88731	0.78253	0.51229	0.72808	1.11963	0.7346	0.74246
TWAS21010717	1.049713	0.86071	1.041583	1.3158	1.097723	0.72567	0.70073	1.083152	1.14933	1.0869	1.11118	0.951378	1.045355	0.951784	1.22356	0.903323	1.065392
TWAS21010718	0.49412	0.56417	0.40679	0.56483	0.41496	0.5719	0.64276	0.56119	0.50521	0.49905	0.60163	0.53405	0.51936	0.46122	0.55128	0.56511	0.47589
TWAS21010719	1.10291	0.88642	1.094623	1.43325	1.14423	1.083056	1.16186	1.2373	1.16361	1.097904	1.18997	0.91985	1.10328	0.986673	1.33246	1.1429	1.10272
TWAS21010721	1.097349	0.55122	1.11104	0.60659	1.15485	1.019114	0.59642	0.63842	1.0070374	1.10836	0.99935099	0.59861	1.12634	0.59836	0.7209	1.0073401	1.15467
TWAS21010722	1.094519	0.88515	1.091905	1.32638	1.13985	0.85063	0.73342	1.094424	1.12779	1.086653	1.18374	0.921551	1.06013	0.9938647	1.35936	1.053067	1.095045
TWAS21010723	0.57316	0.48595	0.40249	0.59196	0.47163	0.56232	0.68825	0.5233	0.56004	0.49378	0.56012	0.54271	0.43141	0.52421	0.59153	0.52377	0.43418
TWAS21010724	1.090881	0.88672	1.074865	1.32275	1.10538	0.84938	0.74059	1.070789	1.1328	1.085519	1.19974	1.033839	1.074246	0.9951229	1.3435	1.0024952	1.097494
TWAS21010801	0.50034	0.54375	0.49961	0.45912	0.56942	0.5433	0.75435	0.64875	0.52376	0.38297	0.54089	0.39739	0.55461	0.4193	0.42305	0.48793	0.4195
TWAS21010802	0.52357	0.49525	0.53175	0.63987	0.52712	0.51916	0.58232	0.65735	0.64671	0.47281	0.62386	0.53593	0.54822	0.55173	0.81173	0.55799	0.50585
TWAS21010803	1.10332	0.63581	1.11471	0.49207	1.10484	1.27748	1.16796	1.1655	1.015426	1.043333	1.018342	0.76521	1.086208	0.74082	0.937996	1.14975	1.075616
TWAS21010806	1.11527	0.82699	1.084332	1.3725	1.14489	1.2935	1.17328	1.21512	1.15307	1.12865	1.14652	0.947238	1.15272	0.905353	1.1514	1.1554	1.1307
TWAS21010807	1.12424	0.62111	1.111	0.59207	1.18148	1.36754	1.20547	1.19604	1.051143	1.13052	1.031487	0.75218	1.16393	0.71922	0.925843	1.18704	1.1541
TWAS21010813	1.12302	0.62887	1.16164	0.55325	1.15784	1.31487	1.265	1.18314	1.052241	1.024248	1.053672	0.72683	1.10071	0.73605	0.943198	1.15159	1.084987
TWAS21010815	1.1322	0.60831	1.15786	0.55838	1.18238	1.38572	1.32026	1.19951	1.052158	1.14082	1.046585	0.69402	1.16865	0.71558	0.933553	1.19192	1.16434
TWAS21010816	1.13097	0.89456	1.14657	1.48426	1.19408	1.16599	1.36762	1.27839	1.1799	1.12319	1.19102	0.928985	1.11263	0.9902912	1.35365	1.1895	1.08971
TWAS21010817	1.13212	0.87228	1.15401	1.49503	1.17904	1.12591	1.24887	1.25233	1.10717	1.12039	1.18396	0.914879	1.14479	0.980757	1.31875	1.19569	1.10211
TWAS21010818	0.51231	0.56936	0.4976	0.48283	0.24695	0.4974	0.59801	0.22688	0.46834	0.46264	0.59387	0.48005	0.55466	0.54398	0.55422	0.51313	0.4068
TWAS21010819	1.020587	0.52256	1.01816	0.53596	1.058683	0.75903	0.65645	0.6342	0.88974	1.056313	0.89356	0.6609	1.066885	0.59844	0.67296	0.72179	1.043231
TWAS21010821	0.69592	0.66397	0.67271	0.912423	0.23682	0.56761	0.25456	0.76215	0.67136	0.45673	0.7428	1.029954	0.46424	0.82421	0.93874	0.52539	0.53847
TWAS21010822	1.063127	0.60328	1.073793	0.53015	1.11634	1.25848	1.19728	1.14212	1.053191	1.081252	0.957933	0.70894	1.08137	0.67598	0.88168	1.1461	1.10409
TWAS21010823	1.10533	0.88714	1.096744	1.33104	1.13117	0.87199	0.70861	1.10308	1.08533	1.11286	1.21491	0.965002	1.11008	0.980899	1.34379	1.05832	1.10279
TWAS21010824	1.090569	0.5975	1.10979	0.61623	1.12206	0.920434	0.63953	0.22254	0.979457	1.023574	0.987136	0.64707	1.06007	0.69103	0.8062	1.027585	1.085267
TWAS21010901	1.055157	0.60435	1.064859	0.52587	1.10758	0.8627	0.66685	0.51993	0.988195	1.021612	0.947177	0.69711	1.019217	0.68762	0.74522	0.83842	1.07232
TWAS21010902	0.83969	0.46273	0.88113	0.50303	0.54292	1.16255	1.2798	0.979675	0.86526	0.88459	0.72037	0.49446	0.87833	0.50331	0.51337	0.86755	0.85497
TWAS21010903	1.063572	0.56881	1.099993	0.50823	1.12517	1.033979	0.59406	0.55968	0.989448	1.080704	0.8956	0.59364	1.097328	0.6064	0.70967	0.8809	1.10789
TWAS21010904	1.053772	0.84203	1.026001	1.31116	1.065105	0.74567	0.7359	1.085193	1.035566	1.079794	1.17483	0.92372	1.064599	0.959052	1.32948	1.0034902	1.06752
TWAS21010906	1.13534	0.62834	1.1623	0.54419	1.19456	1.39316	1.27367	1.19055	1.057278	1.13227	1.048567	0.70482	1.1651	0.70355	0.948165	1.19716	1.16261
TWAS21010909	0.64994	0.50866	0.64705	0.955458	0.37889	0.58587	0.68089	0.80555	0.40157	0.6877	0.67381	0.61491	0.52521	0.60556	0.79749	0.63623	0.60384
TWAS21010911	1.12518	0.61533	1.14171	0.55571	1.19149	1.38265	1.36788	1.16603	1.08928	1.12868	1.03324	0.69862	1.14717	0.6655	0.938012	1.19117	1.15391
TWAS21010912	0.52353	0.21507	0.5147	0.42954	0.56253	0.52421	0.64522	0.62561	0.4786	0.51271	0.43311	0.53201	0.49201	0.55022	0.54608	0.48827	0.49932
TWAS21010913	1.11919	0.8479	1.14583	1.50418	1.14629	1.12244	1.33032	1.24189	1.067748	1.11665	1.24031	0.917126	1.12616	0.946027	1.33455	1.16207	1.10174
TWAS21010914	1.086783	0.86569	1.079443	1.33024	1.10518	0.86538	0.6913	1.10401	1.10003	1.087502	1.20354	0.931308	1.064211	0.982545	1.33291	1.0011531	1.086597
TWAS21010915	1.068145	0.85825	1.089244	1.32783	1.019391	0.77763	0.71051	1.098439	1.017018	1.0087002	1.2129	0.9910444	1.004451	0.980492	1.29219	1.035532	1.034547
TWAS21010916	0.50479	0.4364	0.53171	0.54648	0.37903	0.51912	0.69352	0.5239	0.40173	0.59537	0.57769	0.52388	0.50248	0.5463	0.60503	0.56774	0.43468
TWAS21010917	0.77673	0.44388	0.82691	0.54955	0.22788	0.59013	0.58571	0.58906	0.70821	0.83577	0.7218	0.48579	0.84646	0.48665	0.53637	0.64868	0.83468
TWAS21010918	0.74712	0.62955	0.78645	0.940769	0.52901	0.50632	0.68696	0.84062	0.7578	0.80029	0.84825	0.65153	0.73738	1.51463	1.084109	0.68999	0.75938
TWAS21010919	1.090136	0.85776	1.062558	1.53666	1.12626	1.040163	1.27522	1.2599	1.10328	1.10236	1.2177	0.914783	1.086112	0.970922	1.32559	1.12871	1.089521
