CTRL_alpha	itraconazole_alpha	methotrexate_alpha	tamoxifen_alpha	beauvericin_alpha	benomyl_alpha	bisantrene_alpha	camptothecin_alpha	cisplatin_alpha	colchicine_alpha	cycloheximide_alpha	fluconazole_alpha	imatinib_alpha	ketoconazole_alpha	miconazole_alpha	mitoxantrone_alpha	valinomycin_alpha
TWAS21160314	1.028877	1.030092	1.34922	1.14085	1.063742	0.919766	0.67125	0.908477	1.034186	1.076576	1.10154	0.81224	1.0032384	0.949227	1.27468	1.061505	1.070311
TWAS21160316	0.900508	1.019511	0.85571	1.24557	0.5527	0.946773	0.941578	1.026821	0.979354	0.983121	0.961374	0.78705	0.976729	0.939925	1.2585	0.937447	0.951444
TWAS21160318	0.98629	1.10204	1.024284	0.23057	0.65071	1.18939	1.1727	1.085173	0.933786	1.016846	0.89253	0.54841	1.041949	0.60372	0.47513	0.99976549	1.010537
TWAS21160322	1.042294	0.969383	1.045088	1.28129	1.13239	1.08148	0.980447	1.11232	0.989172	1.04954	1.079788	0.75	1.031227	0.80011	1.30481	1.054776	1.034961
TWAS21160402	1.056613	1.08028	1.068807	1.19014	1.12785	0.88771	0.65813	0.982106	1.014474	1.077759	1.12751	0.84937	1.044541	1.0098774	1.32256	1.055633	1.063377
TWAS21160403	0.989983	1.081677	0.940918	1.37028	0.58215	0.985096	1.033594	1.13785	1.0085621	1.018277	1.062946	0.86273	1.029762	1.028105	1.35168	1.0031936	0.974608
TWAS21160405	1.061216	1.031812	1.074958	1.33324	1.16453	1.11328	1.093381	1.1719	1.091024	1.06169	1.136	0.85585	1.050987	0.9920989	1.29498	1.068067	1.043388
TWAS21160409	1.052971	1.088031	1.062719	1.20262	1.15596	0.932064	0.65805	0.951656	1.083392	1.053722	1.12516	0.86529	1.047458	1.026221	1.32732	1.063684	1.058796
TWAS21160415	1.030761	1.07059	1.017865	1.17502	1.10441	0.7898	0.6562	1.0069022	1.015661	1.039548	1.10743	0.9968633	1.026954	1.033878	1.31618	1.027213	1.035993
TWAS21160417	1.059135	1.043663	1.0948	1.35871	1.16437	1.089541	1.029958	1.16643	1.045131	1.071072	1.13788	0.86077	1.06932	0.9960973	1.29908	1.060498	1.030557
TWAS21160418	1.032501	0.95441	1.022812	0.56383	1.14283	0.934771	0.68178	0.64935	0.967209	1.049519	0.949711	0.6826	1.026719	0.65677	0.76158	0.973501	1.050321
TWAS21160419	1.018687	1.025338	1.29236	1.13929	1.023755	0.930402	0.61409	0.946909	0.970906	1.036672	1.081818	0.81767	0.970178	0.945633	1.26767	1.020376	1.037822
TWAS21160421	1.037934	0.63457	1.079676	0.27384	1.15995	0.931576	0.66403	0.69	0.94011	1.08175	0.98486	0.70473	1.065858	0.67076	0.57788	0.939009	1.06649
TWAS21160422	1.070149	0.84904	1.11775	0.63003	1.20541	1.25443	1.087805	1.091659	1.0045678	1.13401	1.020915	0.73758	1.098195	0.6978	0.55567	1.044832	1.087916
TWAS21160423	1.023369	0.955461	1.345	1.36769	1.038834	1.1228	1.00024149	1.16658	0.958106	1.050925	1.090914	0.80914	1.01882	0.92774	1.24032	1.067602	1.030127
TWAS21160424	0.86229	0.9947539	1.16906	1.0011772	0.46845	0.77687	0.66906	0.86731	0.8233	0.9959564	0.927119	0.85907	0.949547	0.87202	1.26549	0.900202	0.90154
TWAS21160502	1.071916	0.89755	1.076389	0.61829	1.20605	1.26165	1.14336	1.10533	1.053625	1.079327	1.011216	0.73531	1.084162	0.66769	0.57131	1.10043	1.10502
TWAS21160504	1.043241	1.078349	1.011301	1.19532	1.12084	0.909524	0.65746	1.032228	1.012803	1.070533	1.11021	0.957593	1.036755	1.1409	1.34719	1.038751	1.064934
TWAS21160506	0.48194	0.47879	0.44364	0.58997	0.46481	0.49409	0.67912	0.57331	0.50566	0.48616	0.47969	0.48421	0.44358	0.41565	0.40134	0.43052	0.47678
TWAS21160512	1.052897	1.051607	1.022674	1.35849	1.14516	1.0399	1.089679	1.060542	1.098112	1.10235	1.12312	0.976441	1.032945	1.036262	1.33387	1.0819	1.07312
TWAS21160517	0.96782	0.63074	0.922683	0.58396	0.62935	1.2928	1.17457	1.025482	1.015676	1.058089	0.966656	0.54913	1.024505	0.56754	0.58627	1.051758	1.1326
TWAS21160518	0.936507	0.62059	0.931287	0.62822	0.67897	1.079633	1.062401	1.041182	0.961418	0.983996	0.82923	0.55944	1.005289	0.62657	0.52842	0.940391	0.9924186
TWAS21160522	1.050849	0.86172	1.040515	0.598	1.16576	1.1754	1.016025	1.099698	1.011969	1.064497	0.989258	0.73268	1.053773	0.68803	0.58888	1.062169	1.071315
TWAS21160524	1.082463	1.14058	1.080621	0.59689	1.19241	0.88176	0.82619	0.89731	1.06572	1.088849	1.017676	0.70806	1.084399	0.67017	0.58086	1.1084	1.12306
TWAS21160602	1.02749	0.9919487	0.934041	1.043524	1.089902	1.15599	0.86892	0.979212	0.940378	1.11617	0.961068	0.71795	1.015793	0.903374	1.11989	1.054898	1.045306
TWAS21160604	1.0060532	1.54678	1.057681	1.18041	0.58689	0.79533	0.71681	1.038839	1.062299	1.049189	1.097766	0.87316	1.014531	1.047775	1.38084	1.0075125	0.962197
TWAS21160605	1.059104	1.058294	1.061516	1.34866	1.16954	1.1081	1.074294	1.17816	1.11138	1.051616	1.13484	0.86572	1.058524	1.012867	1.30037	1.069443	1.038768
TWAS21160606	1.054539	1.063873	1.044816	1.21816	1.1424	0.937574	0.66032	1.023707	1.097267	1.05643	1.13299	0.86918	1.037239	1.048636	1.32872	1.047093	1.043485
TWAS21160607	1.068089	0.980962	1.078334	0.5924	1.17053	1.20321	1.066327	1.081224	0.9968321	1.090998	0.9980023	0.72149	1.08605	0.66041	0.5921	1.086826	1.09138
TWAS21160608	1.05551	0.63562	1.10179	0.69771	1.19289	0.936807	0.71842	0.6929	0.9966607	1.1015	1.011285	0.74558	1.073065	0.70327	0.5929	0.978628	1.056881
TWAS21160612	1.064956	1.0054715	1.084815	1.35574	1.15497	1.088815	1.045411	1.18739	1.036316	1.066345	1.14435	0.83376	1.078628	0.960717	1.30134	1.080604	1.0449
TWAS21160613	1.042014	0.9965463	1.04799	1.28219	1.134	1.049364	0.977492	1.13427	0.9967858	1.040196	1.090835	0.76657	1.051203	0.84636	1.30631	1.050437	1.040539
TWAS21160615	1.062839	1.2941	1.11155	1.34484	1.18914	1.13486	1.18253	1.13744	1.10747	1.068349	1.11108	0.87919	1.086672	1.05984	1.32693	1.045634	1.042558
TWAS21160617	1.022223	0.62882	1.065267	0.64635	0.60776	1.21667	1.20882	1.068822	0.971116	1.04006	0.950649	0.53806	1.082589	0.65785	0.56791	1.033286	1.042059
TWAS21160619	0.89496	1.0057875	0.87398	1.2691	0.56105	1.039756	0.915097	1.038934	0.974618	1.0059346	0.977568	1.014441	0.989745	0.936263	1.25622	0.947782	0.940802
TWAS21160621	0.978862	1.011867	0.9947209	1.33554	0.651	1.0035126	1.15156	1.094185	1.01238	1.060823	1.057514	1.29966	1.027999	0.917064	1.31286	1.031967	0.936906
TWAS21160623	1.024927	0.61118	1.069979	0.67915	0.65172	1.19576	1.12101	1.03955	1.057855	1.05324	0.9969147	0.57576	1.072547	0.58206	0.46529	1.043761	1.033158
TWAS21160624	1.015894	1.016009	1.13322	1.24139	0.55827	0.8395	0.60058	1.060916	0.979524	1.065646	1.026793	0.928717	1.0015911	0.977651	1.32242	1.1192	0.9871
TWAS21160702	1.0036478	1.045634	1.028809	0.60427	0.61721	1.2135	1.21258	1.10071	0.953563	1.025913	0.921607	0.6671	1.060848	0.59669	0.51215	1.027474	1.024421
TWAS21160705	0.65623	0.4392	0.47742	0.62394	0.22261	0.900117	0.86291	0.78013	0.73743	0.42999	0.71631	0.51138	0.81588	0.49665	0.40775	0.59347	0.44667
TWAS21160707	1.025269	1.056264	1.29575	1.34436	1.067782	1.049307	0.97279	1.13729	1.039313	1.02726	1.082048	0.83956	1.0058617	0.983556	1.27387	1.055701	1.022853
TWAS21160708	0.965535	0.63185	1.014058	0.67068	0.62148	0.86707	0.59234	0.66193	0.948688	0.9967409	0.920207	0.53153	1.039739	0.5454	0.47634	1.035605	0.9919884
TWAS21160713	1.049206	0.62802	1.085285	0.62296	1.18106	0.932911	0.67819	0.65427	0.994362	1.10021	0.988939	0.74998	1.083185	0.65958	0.72682	0.982363	1.066138
TWAS21160716	1.066837	1.063573	1.085307	1.36839	1.16941	1.08837	1.16388	1.1815	1.10143	1.092272	1.12904	0.8623	1.071725	1.028568	1.31433	1.077479	1.061249
TWAS21160717	0.85771	0.52915	0.906227	0.55036	0.03128	0.7608	0.64073	0.57157	0.84389	0.975253	0.82516	0.53739	0.989848	0.53411	0.44354	0.93549	1.00014441
TWAS21160718	1.063391	0.917025	1.064368	0.66221	1.19991	1.22939	1.015573	1.11103	1.08304	1.051681	1.0082653	0.74246	1.077623	0.78127	0.6347	1.072537	1.081057
TWAS21160719	0.89266	0.54858	1.21571	0.57805	0.563	1.12721	1.18534	0.924371	0.901355	1.0075164	0.89744	0.5375	0.9976908	0.54179	0.47846	0.952024	0.971314
TWAS21160722	1.031034	0.929557	1.032401	0.28108	1.12028	0.901141	0.62414	0.67753	0.950587	1.063584	0.96221	0.68689	1.044824	0.64949	0.57775	0.932316	1.060674
TWAS21160724	1.05025	0.988842	1.049721	1.28772	1.1406	1.087679	0.98673	1.12794	1.0021986	1.057849	1.097302	0.752	1.039796	0.84677	1.30299	1.059958	1.042333
TWAS21160803	1.0036941	1.043182	1.021315	0.61304	0.31455	1.20848	1.13801	1.085539	0.959456	1.048978	0.918288	0.6316	1.06431	0.6095	0.45973	1.019022	1.018617
TWAS21160807	0.921709	1.0034988	1.21418	1.055916	0.49788	0.79386	0.56963	0.89884	0.85262	0.989918	0.959329	0.84345	0.945033	0.88207	1.29639	0.99307	0.921473
TWAS21160808	1.063543	1.25674	1.079092	1.34192	1.18389	1.071697	1.024628	1.16127	1.063483	1.12444	1.14434	0.87463	1.072684	1.055489	1.32845	1.054789	1.071679
TWAS21160809	0.956591	0.86524	0.933007	0.6087	0.63468	0.904107	0.67449	0.62375	0.83529	0.988587	0.903066	0.52378	1.010687	0.57369	0.48891	0.83461	0.978655
TWAS21160811	1.081401	0.66245	1.12523	0.69621	1.19433	1.25628	1.09644	1.09612	0.9912687	1.10694	1.0089054	0.73834	1.11302	0.66164	0.58981	1.03897	1.1016
TWAS21160812	0.922984	1.13358	1.26262	0.53409	0.54893	1.15638	0.974386	0.955235	0.83381	1.026419	0.82732	0.56655	0.99205	0.51207	0.46226	0.951531	0.955427
TWAS21160815	1.013684	1.031095	1.28178	0.62901	1.072432	0.912039	0.59954	0.67526	0.930725	1.013031	0.929164	0.62159	0.9979663	0.58096	0.50082	0.942938	1.044462
TWAS21160816	0.49301	1.038362	0.7623	1.22387	0.43844	0.55586	0.931038	1.10837	0.46703	1.039393	1.038059	0.977591	0.911487	1.0051088	1.238	0.5059	0.8834
TWAS21160818	0.901186	0.84148	0.89817	0.61716	0.22462	1.10188	0.968087	0.955451	0.909133	1.021393	0.87295	0.56419	0.979136	0.54396	0.49586	0.956072	0.978209
TWAS21160822	1.033973	1.040287	1.34209	1.12544	1.035252	0.89887	0.68485	0.89949	0.95276	1.068405	1.088097	0.84278	1.0040088	0.930066	1.26856	1.066185	1.04817
TWAS21160824	1.066279	0.7946	1.073004	0.64289	1.18013	1.20759	1.05891	1.084418	1.0074161	1.082534	0.99962104	0.71086	1.087187	0.64248	0.5508	1.084781	1.10137
TWAS21160902	0.967313	1.061543	1.0012005	0.64862	0.63574	0.960342	0.64373	0.67705	0.916484	1.029784	0.89291	0.55716	1.037912	0.58197	0.40539	0.905265	1.012914
TWAS21160906	1.069417	1.070196	1.080418	0.61604	1.18558	1.20563	1.078265	1.10639	0.99924709	1.081508	1.014214	0.71075	1.082304	0.64778	0.57592	1.083416	1.098846
TWAS21160914	1.035539	1.16325	1.0096415	0.58807	1.13103	0.971758	0.67812	0.60473	0.976668	1.10721	0.951057	0.54575	1.031471	0.63607	0.42375	1.0025102	1.080322
TWAS21160916	1.058534	1.24204	1.10478	1.28062	1.17079	1.074249	1.013518	1.11615	1.0086911	1.077481	1.10427	0.75857	1.064894	0.923565	1.32548	1.039173	1.030854
TWAS21160918	1.064925	0.969812	1.087331	0.66339	1.16813	1.22054	1.043472	1.086786	0.9903629	1.086778	1.0023003	0.70251	1.076016	0.64487	0.60182	1.086162	1.092136
TWAS21160924	1.06836	1.007209	1.085413	1.35242	1.17835	1.09391	1.074367	1.17642	1.12589	1.073635	1.12365	0.85623	1.081129	0.99969504	1.29974	1.065447	1.038409
TWAS21161006	1.065926	0.959381	1.078012	0.60297	1.17409	1.21551	1.083742	1.10121	0.9914672	1.083669	0.9934754	0.70687	1.073716	0.68211	0.58677	1.085788	1.090054
TWAS21161007	0.95037	1.13208	0.86186	1.21809	0.58193	0.46499	0.957983	0.98187	0.94918	0.983105	0.90246	0.76879	0.9908712	0.8476	1.18033	0.966282	0.96054
TWAS21161009	1.054774	1.068865	1.081316	1.18789	1.14494	0.89911	0.6634	1.005558	1.019464	1.062822	1.123	0.922139	1.045157	1.0029967	1.30932	1.052461	1.038391
TWAS21161013	1.014841	1.0058278	1.33081	0.54306	1.051462	0.960624	0.29214	0.50658	0.85855	1.042425	0.918278	0.60545	1.0162	0.59272	0.5775	0.957005	1.059605
TWAS21161014	1.037024	0.935953	1.047445	0.60797	1.14663	0.960726	0.62319	0.63458	0.973541	1.06747	0.969761	0.70149	1.049532	0.68517	0.57748	0.978606	1.072924
TWAS21161015	1.046217	0.938145	1.033183	0.59285	1.14077	1.19906	0.981422	1.068706	0.9973772	1.097889	0.975893	0.72485	1.055361	0.6454	0.54467	1.067337	1.071814
TWAS21161017	1.041415	1.094535	1.033584	1.35171	1.13637	1.019265	1.19178	1.19024	1.093309	1.021193	1.10833	0.86352	1.056626	1.036719	1.32634	1.049547	1.058894
TWAS21161019	1.062907	0.88938	1.049657	0.59325	1.16835	1.19833	0.984904	1.095854	1.0032917	1.08319	0.985537	0.71272	1.070653	0.6864	0.58981	1.077827	1.095636
TWAS21161024	0.919802	0.49535	0.70612	0.56331	0.51857	0.54736	0.59308	0.48706	0.75666	0.8824	0.50035	0.19841	0.86873	0.44965	0.43416	0.40545	0.962037
TWAS21161102	0.97024	1.11451	0.926048	1.16039	0.60868	0.78172	0.73878	1.047517	0.976394	1.026771	1.055084	1.068953	0.965715	1.26798	1.38964	0.983323	0.99913136
TWAS21161106	0.88239	1.033143	0.89817	1.03466	0.48971	0.5774	0.57287	0.972418	0.900812	1.0063656	0.89476	0.77203	0.964209	0.985835	1.26378	1.0014397	0.9962361
TWAS21161108	0.983999	1.094981	1.018954	1.14813	0.59895	0.88836	0.6888	1.0083097	0.988104	1.045827	1.074211	0.83474	1.023251	1.017754	1.39468	0.9978521	0.969391
TWAS21161112	0.933045	0.9903695	0.98027	1.3083	0.60485	0.9985307	1.010049	1.073718	0.913597	1.0062262	0.9931397	0.78277	1.01134	0.88201	1.27773	0.987162	0.914034
TWAS21161114	0.89629	0.54427	0.987904	0.5153	0.54295	1.13699	1.019451	1.010665	1.01403	0.9941289	0.925185	0.51782	0.985304	0.53579	0.41529	1.1192	1.099898
TWAS21161116	0.86263	0.50977	0.47234	0.27297	0.52418	1.031506	0.9939641	1.075076	0.8915	0.83009	0.81038	0.19846	1.0013836	0.46273	0.4273	0.94659	0.46808
TWAS21161118	1.040789	0.927482	1.036753	0.26666	1.15305	1.17636	1.029923	1.099534	1.0063036	1.051749	0.965369	0.69795	1.061921	0.66488	0.54274	1.066561	1.078011
TWAS21161122	0.916989	1.041747	0.88212	0.58594	0.66956	1.096223	1.17053	1.023254	0.929052	1.01473	0.88146	0.5648	1.017305	0.56171	0.38108	0.969511	0.953024
TWAS21161124	1.053915	1.007104	1.035742	0.6042	1.14427	1.16213	0.965369	1.072741	0.9906101	1.10964	0.97509	0.72064	1.077847	0.65991	0.57687	1.081106	1.089358
TWAS21161205	1.061138	0.969812	1.067552	0.61429	1.16305	1.22781	1.041247	1.083289	0.9954088	1.080739	0.978185	0.69664	1.088737	0.63075	0.5717	1.081022	1.089382
TWAS21161209	1.0032567	1.039058	1.27156	0.58452	1.065742	0.906554	0.58827	0.56699	0.925602	1.059414	0.88874	0.67122	0.974904	0.59136	0.53252	1.067102	1.064254
TWAS21161213	1.05115	0.977258	1.35566	1.34675	1.078997	1.11891	1.044357	1.1719	1.057259	1.040271	1.11263	0.82742	0.9975544	0.94841	1.26267	1.076237	1.023704
TWAS21161215	0.908124	0.9979798	1.14943	0.54938	0.53618	1.10948	1.036738	0.959723	0.913318	1.0050841	0.84124	0.59154	1.017024	0.56062	0.38544	0.954079	0.953024
TWAS21161217	1.068282	1.23195	1.12614	1.33465	1.18264	1.080578	1.086225	1.15788	1.041155	1.080143	1.13182	0.86137	1.074556	1.019192	1.30914	1.044277	1.032578
TWAS21161221	1.041795	0.965084	1.044636	1.27606	1.12426	1.063817	0.97055	1.11661	0.982799	1.049374	1.082242	0.76252	1.038454	0.82964	1.29532	1.052366	1.025458
TWAS21161224	1.046945	1.51639	1.067753	1.21546	1.14657	0.928295	0.70204	1.04183	1.026454	1.098127	1.11887	0.8719	1.054307	1.055545	1.35325	1.024877	1.0544
TWAS21161302	1.03499	0.967137	1.022147	1.27262	1.12016	1.031495	0.966887	1.11274	0.981943	1.070411	1.082725	0.75605	1.035494	0.78413	1.28757	1.052705	1.041123
TWAS21161303	1.044507	1.052491	1.039677	1.3677	1.14533	1.0026092	1.055968	1.17257	1.055905	1.062161	1.11214	0.85421	1.033517	1.021771	1.29472	1.061595	1.042516
TWAS21161304	1.056108	1.080959	1.049266	1.35258	1.15017	1.04412	1.011828	1.1964	1.049729	1.059378	1.12988	0.86643	1.062213	1.041827	1.32153	1.054801	1.057845
TWAS21161306	1.053279	1.079931	1.074501	1.20154	1.15075	0.962577	0.64955	1.013358	1.043167	1.052196	1.12478	0.85381	1.054541	0.991796	1.32226	1.048294	1.058802
TWAS21161308	1.031634	1.16774	1.042753	0.61321	1.14384	0.943027	0.64885	0.62381	0.902881	1.0916	0.952495	0.70342	1.046997	0.61319	0.56239	1.0041402	1.081836
TWAS21161309	1.064902	1.081133	1.057603	1.32826	1.18036	1.054233	1.039031	1.18864	1.098118	1.077897	1.14526	0.88107	1.062572	1.049608	1.33473	1.072663	1.071681
TWAS21161311	1.043439	1.060724	1.3699	0.60261	1.11279	1.1899	1.081876	1.049407	0.99906459	1.071373	0.951633	0.6751	1.017115	0.60294	0.51715	1.094777	1.095283
TWAS21161312	1.046948	1.055621	1.030484	1.19956	1.12308	0.88336	0.67234	0.99957658	1.020399	1.066586	1.12662	0.86212	1.02776	1.025052	1.31787	1.042107	1.060868
TWAS21161313	1.051004	1.08218	1.06354	1.20591	1.14191	0.957839	0.71721	0.981329	1.08783	1.067193	1.12014	0.86782	1.035698	1.026512	1.31723	1.065456	1.057652
TWAS21161314	1.061146	0.964512	1.075439	0.59047	1.17854	1.21153	1.045683	1.089469	0.9973366	1.082189	1.00088154	0.71245	1.08174	0.66351	0.60084	1.074243	1.09879
TWAS21161318	1.046013	1.076104	1.031621	1.1976	1.11365	0.898	0.65766	0.9964888	1.032898	1.067929	1.12549	0.955935	1.029752	1.019702	1.32013	1.052415	1.063663
TWAS21161322	0.9959635	1.13928	1.0039736	0.63624	0.64147	1.22435	1.26379	1.048885	0.988188	1.068597	0.87391	0.51951	1.060316	0.56699	0.47281	1.035063	1.025175
TWAS21161324	1.057013	0.948832	1.37642	1.31868	1.081323	1.15832	1.0061012	1.1204	0.979357	1.065022	1.067639	0.79462	1.025978	0.85412	1.15889	1.091402	1.069523
TWAS21161401	1.041127	1.080505	1.033209	1.34726	1.14882	1.0012587	1.14439	1.16344	1.084447	1.074317	1.12045	0.86962	1.030955	1.050282	1.32787	1.053975	1.04097
TWAS21161404	1.060393	1.086715	1.055223	1.35084	1.15894	1.063301	1.082451	1.17295	1.051201	1.057835	1.12675	0.85949	1.051177	1.040662	1.32261	1.07524	1.075029
TWAS21161405	0.89391	0.50397	0.921192	0.60624	0.62005	0.89855	0.60239	0.59119	0.79284	0.970148	0.86919	0.5638	0.979077	0.53882	0.44746	0.86984	0.913144
TWAS21161408	0.905584	0.85139	0.86816	0.63564	0.55854	1.07409	1.019769	0.985754	0.87957	1.0028094	0.88562	0.57621	1.013213	0.58606	0.48403	1.025918	1.049542
TWAS21161418	1.047593	0.989854	1.041678	0.58591	1.14715	1.16098	1.065092	1.093753	0.985106	1.095598	0.956228	0.6983	1.052598	0.68391	0.56255	1.077104	1.085429
TWAS21161419	1.072187	0.87922	1.12229	0.62168	1.2151	1.27142	1.17219	1.084776	1.05744	1.1252	1.035817	0.74917	1.087183	0.75281	0.77497	1.053514	1.082335
TWAS21161422	1.051633	1.01593	1.054056	1.2033	1.11188	0.900177	0.63938	0.976625	1.039213	1.04357	1.13216	0.77031	1.028849	0.9605	1.32282	1.075239	1.033211
TWAS21161423	1.062266	0.923414	1.066741	0.7002	1.16338	1.21176	1.063757	1.081522	0.98411	1.077344	0.98148	0.69014	1.070875	0.6272	0.57496	1.081744	1.092461
TWAS21161503	1.05855	1.050052	1.08606	1.36184	1.1661	1.088671	1.017831	1.17235	1.050332	1.047823	1.13303	0.85544	1.061152	0.9976569	1.30192	1.079766	1.033077
